id,name,brewery_id,state,country,style,availability,abv,notes,retired
289032,Czar Face (Bourbon Barreled),36536,FL,US,American Imperial Stout, Rotating,9,No notes at this time.,f
336320,Kees / De Molen Lapsang Souchong,39015,,NL,German Altbier, Limited (brewed once),6,No notes at this time.,f
318274,Rye Bread Porter,43272,IL,US,American Porter, Year-round,6.2,No notes at this time.,f
215070,Weird Beard / Bexar County A Lemon Tree My Dear Watson,31624,GB2,GB,American Pale Ale (APA), Limited (brewed once),3.7,No notes at this time.,t
112254,Too Nice Yams,32784,AL,US,Fruit and Field Beer, Rotating,6.8,No notes at this time.,f
126566,Sheep Stealer,35390,,IE,Belgian Saison, Year-round,5.75,No notes at this time.,f
50695,Pilsener,8263,,DK,European Pale Lager, Year-round,4.6,No notes at this time.,f
315949,What Else Is New?,44957,,IE,Belgian Quadrupel (Quad), Rotating,9,No notes at this time.,f
295354,Lawn American Cream Ale,34274,NY,US,American Cream Ale, Rotating,4.7,No notes at this time.,f
355756,Strap-Ons,31849,MD,US,American IPA, Limited (brewed once),7.1,Brewed and double dry-hopped with Idaho 7 and Azzaca,f
151883,Jolly Abbot Barley Wine,37303,VT,US,American Barleywine, Rotating,13,Sour Belgian Barleywine,f
337085,Session IPA,43189,,CL,American IPA, Rotating,4.5,No notes at this time.,f
117077,CircumSaison,21329,TN,US,Belgian Saison, Rotating,8.2,No notes at this time.,f
82106,Maiden Voyage,17981,FL,US,American IPA, Limited (brewed once),7.5,No notes at this time.,t
58429,Heavy Seas Bourbon Barrel Aged Below Decks,898,MD,US,British Barleywine, Rotating,10,No notes at this time.,t
236736,The CREATURE From The BROWN LEGUME,39756,IA,US,American Brown Ale, Limited (brewed once),5.8,No notes at this time.,t
296594,Acid Queen,50051,,FR,Belgian Pale Ale, Rotating,6.2,No notes at this time.,f
99847,The Big Nasty,394,PA,US,American Imperial IPA, Limited (brewed once),10.5,No notes at this time.,t
317718,International Relations IPA,17271,CA,US,American IPA, Limited (brewed once),7,No notes at this time.,f
157012,Stauffenberg Stout,3792,NM,US,American Stout, Rotating,6,No notes at this time.,f
344498,Citronic Sessions,30492,NM,US,American IPA, Rotating,4.8,No notes at this time.,f
40678,Cuvée Alex Le Rouge (Jurassian Imperial Stout),2958,,CH,American Imperial Stout, Rotating,10.28,No notes at this time.,f
97537,Templeton Session Style Ale,29744,CA,US,German Kölsch, Rotating,4.5,Templeton Session Style Ale – Crisp | Gooseberry | Lychee,f
233274,Over The Barrel - Grape,27642,WI,US,Fruit and Field Beer, Year-round,5.5,No notes at this time.,t
330000,Masala,47779,PA,US,Belgian Dubbel, Rotating,5,No notes at this time.,f
63237,Patriot Pale,23413,,NZ,American Pale Ale (APA), Rotating,4,No notes at this time.,f
181449,Nikolai Vorlauf - Double Barrel Aged,31805,FL,US,Russian Imperial Stout, Rotating,10.5,No notes at this time.,f
180667,Barrel-Aged Chocolate Rye Porter With Blood Orange,36487,OH,US,American Porter, Rotating,8.5,No notes at this time.,f
266781,Bravo! Bravo!,40752,NY,US,American IPA, Limited (brewed once),5.6,An IPA that blends a classic hop combination of Cascade and Columbus with a newer varietal called Bravo. This combination creates layers of flavor that tickle your tongue with zesty citrus and resinous pine notes. Your palate is sure to applaud this dank and juicy ale.,t
342621,Maibock,26458,PA,US,German Maibock, Rotating,7,No notes at this time.,f
53520,Pilsner,6269,WA,US,German Pilsner, Rotating,4,No notes at this time.,t
16371,Belfast Ale,3415,GB5,GB,English Pale Ale, Year-round,4.5,"A dark amber ale with a wonderful rich malt flavour and earthy aroma, brewed with three different hop varieties creating a distinctive bitterness and smooth finish.",f
6410,Allgäuer Festbier,890,,DE,German Märzen / Oktoberfest, Year-round,5.5,No notes at this time.,f
3272,Raven Stout,586,NH,US,American Stout, Rotating,4.1,No notes at this time.,t
125790,Bohemian Pils,29944,OR,US,German Pilsner, Year-round,5.3,No notes at this time.,f
93912,Lupulin Shake,30028,CA,US,American Pale Wheat Ale, Rotating,5.6,No notes at this time.,f
115639,Chocolate Milk Stout,30726,CO,US,English Sweet / Milk Stout, Year-round,5,No notes at this time.,f
223440,Ginger Catching Up,27276,CA,US,American IPA, Limited (brewed once),7.1,No notes at this time.,t
104624,De Ranke Hop Harvest 2013,739,,BE,Belgian IPA, Limited (brewed once),6,No notes at this time.,t
359580,Tropic Junction,40054,CO,US,American Wild Ale, Rotating,6.4,No notes at this time.,f
100394,Achilles Field,2972,CO,US,Belgian Saison, Limited (brewed once),5.6,"A Saison that highlights the earthy flavors and aromas of Yarrow, which grows all over Denver.",t
232332,Marketing Ploy,1151,IL,US,American IPA, Rotating,4.1,No notes at this time.,f
12661,Lava Rock Porter,1345,WA,US,American Porter, Year-round,7,No notes at this time.,f
205277,Smoked Porter,43294,CO,US,Smoke Porter, Rotating,4.2,No notes at this time.,f
338991,Big Stitch Nick,52370,DE,US,American Pale Ale (APA), Limited (brewed once),5.6,No notes at this time.,f
322438,Everything Sucks,34104,NY,US,American IPA, Limited (brewed once),6.9,No notes at this time.,f
96469,Imperial IPA,26634,KS,US,American Imperial IPA, Rotating,9,No notes at this time.,f
102994,Wheat Stout,32922,CA,US,American Stout, Rotating,5,No notes at this time.,f
73242,Lakrids #1 (Piratos),26816,,DK,American Porter, Limited (brewed once),4.9,No notes at this time.,t
309423,Kendi,3474,OH,US,American Black Ale, Rotating,6.5,No notes at this time.,f
366173,Rodolfo,39308,MA,US,Berliner Weisse, Limited (brewed once),5.1,No notes at this time.,f
10752,Hoof-E-Weizen,5076,OR,US,German Dunkelweizen, Year-round,5.2,No notes at this time.,t
38224,Point Oktoberfest,786,WI,US,German Märzen / Oktoberfest, Fall,4.9,No notes at this time.,f
40284,Double Hop,1903,NE,US,American IPA, Limited (brewed once),2.1,No notes at this time.,t
244227,DIPA,46042,,UA,American Imperial IPA, Year-round,6.7,No notes at this time.,f
294661,Fresh Coast - Mosaic,28879,WI,US,American Pale Ale (APA), Limited (brewed once),4.8,No notes at this time.,t
117966,Shadow Watcher,16503,MI,US,American Stout, Year-round,5.2,No notes at this time.,f
334777,Soorj Coffee Stout,32705,CA,US,American Imperial Stout, Rotating,7.7,No notes at this time.,f
334022,Beverly Crusher,45563,GB2,GB,American Pale Ale (APA), Limited (brewed once),5.3,No notes at this time.,f
269595,Southbay Blonde,34207,CA,US,American Blonde Ale, Rotating,5.1,No notes at this time.,f
218819,256 Extra Pale Ale,28529,AL,US,American Pale Ale (APA), Rotating,5.2,No notes at this time.,f
136031,Southern Dobis Pale Ale (Cask) W/ Citra Hops,32931,CA,US,American IPA, Limited (brewed once),6.1,No notes at this time.,t
42118,Dropkick Dunkle,1115,TX,US,Munich Dunkel Lager, Rotating,5.2,No notes at this time.,t
363114,Clip Art - Azacca,52954,MA,US,American IPA, Rotating,7.2,No notes at this time.,f
114652,Damn Straight,28920,CA,US,American IPA, Rotating,7.1,No notes at this time.,t
230553,Outcast Amber,12471,WA,US,American Amber / Red Ale, Year-round,6.5,No notes at this time.,f
253833,American Style Pale Wheat Ale,35501,,IE,American Pale Wheat Ale, Limited (brewed once),5,No notes at this time.,t
24045,Wowzers Summer Wheat,2617,TN,US,American Pale Wheat Ale, Summer,4,No notes at this time.,f
135126,BeerZelis Chernoe,32846,,RU,German Schwarzbier, Year-round,4.5,No notes at this time.,f
121679,White IPA,33418,CA,US,American IPA, Rotating,6.2,No notes at this time.,f
243882,Tipperyery Stout,39446,TX,US,Irish Dry Stout, Rotating,5.3,No notes at this time.,f
93295,Houblon Or,1135,MD,US,Belgian Pale Ale, Rotating,6.4,No notes at this time.,f
242576,Imperial Brown Ale,46661,CO,US,American Brown Ale, Limited (brewed once),8,No notes at this time.,t
15294,Koff Velvet III,264,,FI,German Schwarzbier, Year-round,4.7,No notes at this time.,t
304006,Double Nap (Wet Hopped Double Tap),27322,CA,US,American Imperial IPA, Limited (brewed once),8.5,No notes at this time.,t
163587,Hopsquatch II,1162,IN,US,American IPA, Rotating,6.8,No notes at this time.,f
182321,One Goal. One Rye'd,37078,OH,US,Rye Beer, Rotating,5.4,No notes at this time.,f
73989,Keltek King,3365,GB2,GB,English Extra Special / Strong Bitter (ESB), Year-round,5.1,No notes at this time.,f
336915,Friends Forever,34258,MI,US,American IPA, Rotating,6.5,"Our friends forever from BLiS came down to help package our latest collab, aptly named, “Friends Forever”. Double dry-hopped with Citra, El Dorado, Amarillo, Mandarina, and Motueka",f
345700,Stoutlandish,36754,CA,US,English Sweet / Milk Stout, Rotating,5.3,No notes at this time.,f
330489,Twisted Root,1683,NM,US,American Blonde Ale, Winter,5.7,No notes at this time.,f
106490,Big Doedish,25963,MI,US,American Imperial IPA, Year-round,9.2,No notes at this time.,f
285444,Barn Phantom Gose With Mango,27037,IN,US,Leipzig Gose, Limited (brewed once),4,No notes at this time.,t
168672,Rolling Hills Pils,3865,WV,US,Bohemian Pilsener, Rotating,4.9,No notes at this time.,f
193766,Fritzicuffs,32212,IL,US,German Pilsner, Rotating,5,No notes at this time.,f
118228,Red Honey Ale,34390,,CN,American Pale Ale (APA), Year-round,5.5,No notes at this time.,f
193276,Nitro Chocolate Vanilla Orange Porter,37521,FL,US,American Porter, Limited (brewed once),6.8,No notes at this time.,t
372107,Sabuccino Sessanta Stout,18316,PA,US,American Imperial Stout, Rotating,11,No notes at this time.,f
239305,Cucumber Pale Ale,37596,MT,US,American Pale Ale (APA), Rotating,5.3,No notes at this time.,f
320943,Bronzen Schild Belgian Tripel Ale,48,,BE,Belgian Tripel, Year-round,10.5,No notes at this time.,f
36008,American Bitter Pale Ale,4016,FL,US,American IPA, Rotating,4.2,No notes at this time.,f
282829,ISO: Chuck Biscuits FT: Simcoe,30179,OH,US,Leipzig Gose, Rotating,4.5,No notes at this time.,f
114805,Beelzebub,46317,VT,US,American Imperial Stout, Rotating,8,"Beelzebub is an American Imperial Stout. The intensely smooth and rich roasted flavor is complemented by the unmistakable presence of hops. The bitterness is held in check, preserving the flavors of dark chocolate. This ale is aggressively dry hopped with Citra to cut through it all. Hail Santa.",f
196566,Amber Ale,40392,NJ,US,American Amber / Red Ale, Rotating,6.5,No notes at this time.,f
82008,Schönbuch Ur-Edel,3105,,DE,European Export / Dortmunder, Year-round,4.8,No notes at this time.,f
234786,La Franc Bois,28362,QC,CA,Fruit and Field Beer, Rotating,4.5,No notes at this time.,f
139809,11 Amp,24326,TX,US,American IPA, Rotating,7.2,No notes at this time.,f
290123,Fat Cat Unique Pale Ale,32228,,CZ,American Pale Ale (APA), Limited (brewed once),3.8,No notes at this time.,t
173354,Chocolate Hazelnut Porter,40535,CA,US,American Porter, Rotating,6.4,No notes at this time.,f
270005,Hopbominable Snowmonster,22656,OH,US,American Imperial Stout, Rotating,8.1,No notes at this time.,t
41902,Rousse Forte à La Canneberge Et Aux Épices,2248,QC,CA,Herb and Spice Beer, Winter,7.5,No notes at this time.,t
13526,Centennial King IPA,2919,OR,US,American IPA, Year-round,3.3,No notes at this time.,t
357297,Finest Kind,32495,NS,CA,American Pale Ale (APA), Summer,5.3,No notes at this time.,f
281427,Green Card,25327,DC,US,American IPA, Limited (brewed once),3,No notes at this time.,t
343042,Sentencio,50253,,PL,American IPA, Rotating,4.4,No notes at this time.,f
117366,Bastille,32115,OH,US,French Bière de Garde, Rotating,4.25,No notes at this time.,f
164761,Kruzhka Svezhego,7390,,KZ,European Pale Lager, Year-round,4.4,No notes at this time.,f
228168,Doble IPA,34233,,MX,American Imperial IPA, Rotating,3,No notes at this time.,f
372229,Astrolabe,53941,,AU,French Bière de Garde, Rotating,7.4,No notes at this time.,f
107413,PJW 30th Anniversary Ale,345,PA,US,American IPA, Year-round,5,No notes at this time.,f
105472,Deluxe Spring Lager,29335,WA,US,American Lager, Spring,6.2,No notes at this time.,f
261669,Saison Lemon Sour,38354,GB2,GB,Berliner Weisse, Year-round,4,No notes at this time.,f
157034,Belgian Pale,24411,IN,US,Belgian Pale Ale, Rotating,3,No notes at this time.,f
232496,La Radieuse,45819,,FR,Belgian Witbier, Year-round,5.9,No notes at this time.,f
267644,Euclid Special Bitter,45736,OH,US,English Extra Special / Strong Bitter (ESB), Rotating,4.7,No notes at this time.,t
204072,Bierhaus Light,1712,,RU,American Light Lager, Year-round,4,No notes at this time.,f
164191,Bramble On,34647,CO,US,German Kölsch, Rotating,6.7,No notes at this time.,f
142559,Odlo Lievraake,2361,,BE,Belgian Witbier, Year-round,5.9,No notes at this time.,f
361174,Diamond Street Double,45113,NY,US,American Imperial IPA, Rotating,7.5,No notes at this time.,f
341236,Union Bhoys Lager,49143,AB,CA,European Pale Lager, Year-round,4.5,No notes at this time.,f
64616,Café Negro Coffee Infused Porter,43,OR,US,American Porter, Year-round,5.5,OG: 13.4,f
182201,Cit-Rawr,24817,CO,US,American Imperial IPA, Rotating,8,No notes at this time.,f
85269,Mint Stout,22564,MI,US,American Stout, Limited (brewed once),3,No notes at this time.,t
70231,Bière De Printemps De L'Oncle HANSI,3219,3,FR,Belgian Pale Ale, Spring,5.2,No notes at this time.,f
233880,Alphaholic,45702,AR,US,American Imperial IPA, Rotating,8.5,No notes at this time.,f
34164,Rye Of The Tiger IPA,73,OH,US,American IPA, Rotating,7.5,No notes at this time.,f
128056,Birming-Hambic,25916,AL,US,Belgian Fruit Lambic, Limited (brewed once),6.1,No notes at this time.,t
113132,Ruby Crystal Mandarina - Lemon Extract And Kaffir Lime Leaves,1199,MI,US,American Amber / Red Ale, Limited (brewed once),4.6,No notes at this time.,t
155236,Jami,24678,MI,US,German Rauchbier, Limited (brewed once),7,Bourbon Barrel Aged Ancho Rauchbier,t
169540,Coalesce,37514,CT,US,American Imperial IPA, Rotating,7.8,No notes at this time.,f
329056,Freckle Face,43889,CA,US,Berliner Weisse, Rotating,4,No notes at this time.,f
110967,Dark Horse,21448,CA,US,Belgian Quadrupel (Quad), Limited (brewed once),10.9,No notes at this time.,t
158953,Shades Of Amber,38916,CA,US,American Amber / Red Ale, Year-round,5,No notes at this time.,f
6367,Town Hall Maibock,1177,MN,US,German Maibock, Spring,6.7,No notes at this time.,f
254485,Treble Hook Tripel,12496,MT,US,Belgian Tripel, Fall,8.6,"Nothing beats living on Flathead Lake besides fishing on Flathead Lake! So we had to name our Tripel in honor of the mighty three hook treble fishhook used by fishermen here in Montana. Our version pairs distinct Belgian yeast and mild sweetness. The aroma and flavor run complex: tart citrus, yeast, malty, apple, pear, white grape, alcohol warming, with a dry and spicy finish. Malt: pilsner, wheat, honey, and Turbinado sugar. Hops: Golding.",f
339320,Mango My Tango,49413,FL,US,Belgian Witbier, Rotating,5.1,No notes at this time.,f
65978,1811 Pre-Prohibition Lager,16077,OR,US,American Adjunct Lager, Year-round,5.1,Ingredients (label):,f
337194,Modest Molly,52394,VA,US,American IPA, Rotating,6.2,No notes at this time.,f
184344,Schwarz IPA,41807,VA,US,German Schwarzbier, Rotating,6.9,"All of your delicious malty flavors with the hops that you want in an IPA. Sit back and enjoy the delicious malts with the fruity aroma and bitterness of hops. If you’re looking for an IPA on our menu, try this twist on the popular beer.",f
348603,Doctor's Orders,36739,IL,US,American Imperial IPA, Rotating,8,No notes at this time.,f
366989,Södvik Säsong 2018,22537,,SE,Belgian Saison, Limited (brewed once),6.5,No notes at this time.,f
170331,Hopop Hetbop,9529,KY,US,Belgian Pale Ale, Limited (brewed once),7,No notes at this time.,t
233486,Brett Hop Harvest Saison,35479,NE,US,Belgian Saison, Limited (brewed once),6,No notes at this time.,t
214000,Luponic Plague,34453,CA,US,American IPA, Rotating,6.6,No notes at this time.,f
306180,Knightman Cometh,34453,CA,US,American Stout, Limited (brewed once),6.1,No notes at this time.,f
20761,Piper Doon,1819,,US,Scotch Ale / Wee Heavy, Rotating,5.9,No notes at this time.,t
354706,Double Dry Hopped Snapper,34285,MO,US,American IPA, Rotating,7.2,No notes at this time.,f
129299,Claymore Scotch Ale,2972,CO,US,Scotch Ale / Wee Heavy, Rotating,7.9,No notes at this time.,f
346799,Santas Calaveras CHIPOTE-LES,52842,,BE,Belgian Saison, Rotating,6,No notes at this time.,f
168783,Beagle Fuegian Cream Stout,30632,,AR,English Stout, Year-round,6.2,No notes at this time.,f
130410,Cream Ale,34327,OR,US,American Cream Ale, Year-round,5.7,IBU 19,f
327646,Sebright Golden Ale,51619,GB2,GB,American Blonde Ale, Year-round,3.8,No notes at this time.,f
47722,Whitcomb Wit,7302,VT,US,Belgian Witbier, Rotating,4.4,No notes at this time.,f
20862,Düsseldorf Alt,9792,NC,US,German Altbier, Rotating,3,No notes at this time.,t
231771,Honey Ginseng Ale,2313,NV,US,Herb and Spice Beer, Limited (brewed once),2.9,No notes at this time.,t
32524,Traffic Jam Grand Theft Pilsner,2094,MI,US,German Pilsner, Rotating,6,No notes at this time.,t
104619,Noroc,1704,,RO,European Pale Lager, Year-round,4.5,No notes at this time.,f
122825,Black Eye,34986,GB2,GB,American Stout, Year-round,7.3,No notes at this time.,f
132446,Le Peche Mode,32375,GA,US,Belgian Saison, Year-round,6,"Classic saison brewed with natural Georgia peach juice from Lane Orchards. The peaches add a subtle fruit complexity and tartness to this traditional farmhouse ale. Unfiltered and bottle conditioned, this beer delivers a refreshing malt character and a long, dry finish.",f
154501,(2014) Bourbon Barrel Aged Dark Territory Imperial Stout,31384,LA,US,Russian Imperial Stout, Rotating,8.1,No notes at this time.,f
48891,Barrio NCAAle,16813,AZ,US,American Strong Ale, Spring,9.2,Brewed annually for the Wildcat basketball. Traditional English double strong ale that boasts a huge full bodied malt flavor and mellows with age.,f
276182,That's My Jam,36710,FL,US,American IPA, Rotating,7,No notes at this time.,f
316554,Citra S.M.A.S.H. IPA,19776,TN,US,American IPA, Year-round,6,No notes at this time.,f
232510,Fox Devil Wild,30871,OH,US,Belgian Strong Pale Ale, Limited (brewed once),9.5,No notes at this time.,t
147648,Cinnabock,34748,IL,US,German Doppelbock, Limited (brewed once),7.8,No notes at this time.,t
193018,Fuck Donald Trump,39185,,DK,German Hefeweizen, Limited (brewed once),5.3,No notes at this time.,t
48758,King St Wharf Pale Ale,13059,,AU,English Pale Ale, Limited (brewed once),2.8,No notes at this time.,t
204453,Highland IPA,811,NC,US,American IPA, Year-round,7,"A statement from Appalachia. American Chinook, Citra, and Centennial hops from the Pacific Northwest shine in our first West Coast style IPA. A sturdy malt bill frames hints of tropical fruit, lemon rind, grapefruit and dank hops notes. Brilliant and golden in color. expect a dry, resiny, citrusy finish.",f
354808,Vasaros Griausmas,44471,,LT,American Blonde Ale, Year-round,4.7,No notes at this time.,f
195185,Bambi Malná Sör,32365,,HU,Fruit and Field Beer, Rotating,4.8,No notes at this time.,f
186412,Consumption,37910,VA,US,Berliner Weisse, Rotating,3.4,No notes at this time.,f
190144,Mr. Manager,39892,OH,US,American Pale Ale (APA), Year-round,6,No notes at this time.,t
197015,Parklet ISA,41330,CA,US,American IPA, Year-round,4.7,No notes at this time.,f
110553,Southern Sky French Pale Ale,33827,OR,US,American Pale Ale (APA), Rotating,5.8,No notes at this time.,f
5568,Calistoga Pilsner,845,CA,US,Bohemian Pilsener, Year-round,4.8,No notes at this time.,f
103069,Chalkstream,29224,GB2,GB,English Bitter, Summer,5,No notes at this time.,f
70091,Sayonara IPA,6045,,US,American IPA, Rotating,6.8,No notes at this time.,f
313344,Always and Forever,33510,NY,US,American Imperial IPA, Rotating,7.8,"Always and Forever Imperial IPA (7.8%) is the imperial version of Forever Ever hopped with Amarillo, Mosaic, Citra and Azacca.",f
314096,Javanog Cream Stout,35374,NC,US,English Sweet / Milk Stout, Winter,8.2,No notes at this time.,f
45598,'t Smisje Kuvee Elektrik 979W,322,,BE,Belgian Strong Dark Ale, Rotating,9,No notes at this time.,f
334717,Cask-It Series DNR Tequila Barrel Aged,19456,OK,US,Belgian Strong Dark Ale, Limited (brewed once),12.1,No notes at this time.,f
370750,Play Dead IPA,53748,VA,US,American IPA, Rotating,7,No notes at this time.,f
59074,L'Amarante,11753,,BE,Herb and Spice Beer, Rotating,7.5,No notes at this time.,f
272671,Crush Kill Destroy,44293,NY,US,American IPA, Rotating,6.7,No notes at this time.,f
11979,Altman's Alt,2972,CO,US,German Altbier, Rotating,2.9,No notes at this time.,t
33245,Lager of The Lakes,287,MI,US,Bohemian Pilsener, Year-round,5,"Following in the tradition of Czech Pilsners by offering a combination of firm malt and herbal hop bitterness, Bell’s Lager of the Lakes is as refreshing and crisp as a swim in the Great Lakes.",f
341591,Dunkelweizen,51109,WY,US,German Dunkelweizen, Rotating,4.5,No notes at this time.,f
170256,Bubble Head With Blood Orange Juice & Zest,36186,CA,US,American Pale Ale (APA), Limited (brewed once),5.4,No notes at this time.,t
186214,Hummingbird Springs Saison,32656,AZ,US,Belgian Saison, Limited (brewed once),3.5,"In the early farming season of Wallonia, the farm hands would sip a refreshing drink that would be later named ""Saison"". During the later parts of the work season, the temperatures would be at their highest, and the beers at their ""funkiest"". Without modern technology like refrigeration, these beers would develope acidity and some rather funky off flavors due to the storage conditions. They were dry, acidic and quenching to say the least. We wanted to re create the process in this beer,l (minus the major funk) by developing lactic acid and matching that with the breadiness of Sonoran White Wheat, and the unique profile of French Saison Yeast. Many of our favorite farmhouse Saisons utilize the dry hopping method to add a resinous depth, as we did with Jarrylo hops in this beer.",t
296309,Bayrisch Hefeweizen,50071,,DE,German Hefeweizen, Year-round,5.3,No notes at this time.,f
244831,Cherry Razz Sour,9558,NY,US,Fruit and Field Beer, Limited (brewed once),4.75,No notes at this time.,t
255651,Safe Passage,45104,WI,US,American Porter, Rotating,6,No notes at this time.,f
252470,Glutenberg Myrcène De Glace (Baril Unique),26534,QC,CA,Rye Beer, Limited (brewed once),10,No notes at this time.,t
250108,Doughboy Munich Dunkel,47123,VA,US,Munich Dunkel Lager, Year-round,4.8,No notes at this time.,f
361104,Neapolitan Medianoche,38773,CO,US,American Imperial Stout, Rotating,14.9,No notes at this time.,f
280271,Extreme Green IPA,32798,WI,US,American Imperial IPA, Rotating,5,No notes at this time.,f
222999,Orange Blossom Saison,43482,VA,US,Belgian Saison, Rotating,6,"This farmhouse-style saison features honey from the orange groves of Florida. While this beer has a lovely clean and dry finish, the honey brings a slight sweetness. The golden hue and big frothy head make a perfect Spring beer.",f
93952,Durlacher Hof Hefeweissbier,16422,,DE,German Hefeweizen, Year-round,5.3,No notes at this time.,f
30838,Doc Mason's XPA,1337,CA,US,American Pale Ale (APA), Rotating,1.4,No notes at this time.,t
165675,Nebraska,29180,CA,US,Belgian Saison, Rotating,6.3,No notes at this time.,f
60624,Rye Pale Ale,2435,NM,US,Rye Beer, Rotating,5.6,No notes at this time.,t
40046,Marzoni's Wheat Wine,7101,PA,US,American Wheatwine Ale, Winter,10,No notes at this time.,t
283343,Fruit Bat Blueberry,46970,AB,CA,Fruit and Field Beer, Rotating,4.3,No notes at this time.,f
124458,Noble Provisions,29200,CA,US,Belgian Saison, Limited (brewed once),6,No notes at this time.,t
354019,Mikrozirkus 11 - Wilde Quitte,52116,,AT,American Wild Ale, Limited (brewed once),6,No notes at this time.,f
145303,Saison Multigrain,32755,QC,CA,Belgian Saison, Rotating,7.5,No notes at this time.,f
338213,The Town Tart,34312,CO,US,American Wild Ale, Limited (brewed once),4.2,No notes at this time.,f
351327,Beta #22 Mosaic & Enigma New England DIPA,38748,,SE,American Imperial IPA, Limited (brewed once),7.8,No notes at this time.,f
107219,Billie,13295,GB2,GB,English Bitter, Rotating,3.8,No notes at this time.,f
1921,Boundary Waters Golden Lager,88,WI,US,German Kellerbier / Zwickelbier, Year-round,2.4,No notes at this time.,t
295098,Funked Up Series #30: Campo,31901,MN,US,American Wild Ale, Limited (brewed once),6,No notes at this time.,t
146391,Dark End Of The Wheat,32770,MO,US,American Dark Wheat Ale, Rotating,4.9,No notes at this time.,f
77110,Yuletide 2011,1178,MN,US,Herb and Spice Beer, Limited (brewed once),5.8,No notes at this time.,t
140512,Watermelon Radler,33825,ID,US,Fruit and Field Beer, Rotating,3.3,No notes at this time.,f
97030,Golden Spike Wheat,31384,LA,US,German Hefeweizen, Year-round,5,No notes at this time.,f
120516,Ankerla Kolonial Red Ale,7331,,DE,American Amber / Red Ale, Rotating,7,No notes at this time.,f
357091,Argus Mojito,42043,,PL,Fruit and Field Beer, Year-round,2,No notes at this time.,f
114256,Pale Project: Winter,16289,OR,US,American Pale Ale (APA), Rotating,5.8,No notes at this time.,f
70722,Lake On The Mountain Summer Ale,18144,ON,CA,American Blonde Ale, Summer,4.6,No notes at this time.,f
132383,Vriendshapsblend (Friendship Blend),2391,OR,US,American Wild Ale, Limited (brewed once),10,No notes at this time.,t
189318,All Hail Kohatu,29200,CA,US,American IPA, Rotating,6.6,No notes at this time.,f
371257,Mark's Mishop,24326,TX,US,American Pale Ale (APA), Limited (brewed once),4.6,No notes at this time.,f
123265,King Leopold Belgian Stout (Healthy Spirits Barrel Aged),25032,CA,US,English Oatmeal Stout, Limited (brewed once),7,"The newest in this series of exclusive bottlings has just been released! Healthy Spirits and San Francisco’s Triple Voodoo Brewing announce KING LEOPOLD Barrel-Aged Belgian Stout. Black as a rickhouse floor at midnight, this stout features American and European dark malts with a portion of rolled oats to supply the roasty, nutty, and full-bodied granular structure without heaviness on the palate. Belgian yeast ate all the sugars supplied by these grains, leaving behind a dry, clean finish. Oak barrel aging provided extra fermentation and a fleeting hint of woody spice. Limited to a mere ten cases produced, this represents one of the smallest runs of our exclusive ale series offered to our beer-loving patrons.",t
371509,Idaho 7 Shatter,30870,PA,US,American IPA, Limited (brewed once),6,No notes at this time.,f
367375,Carton / Barrier - Smash The Golds,26817,NJ,US,American Lager, Rotating,7.3,"Carton and Barrier brewed this bright, clean liquid gold to take this brutal summer across the finish line and kick off the glorious start of locals' summer. One golden malt, one golden hop, and the lager yeast of the Golden State fermented fast and warm to give pineapple aromatics to the star fruit, papaya, peach and citrus of heaps of 007: The Golden Hop throughout the brew. ",f
19171,Oregon Trail Wit,1074,OR,US,Belgian Witbier, Year-round,4.2,No notes at this time.,f
182744,Spangalang Pilsner,40054,CO,US,German Pilsner, Year-round,6.2,No notes at this time.,f
219980,Irish Red,44644,ON,CA,Irish Red Ale, Limited (brewed once),5.5,No notes at this time.,t
235550,Sorachi Disaster,44309,,IT,American IPA, Rotating,5,No notes at this time.,f
36984,Aldobrandesca,15938,,IT,Belgian Witbier, Year-round,5.5,No notes at this time.,f
363005,"Jumpman, Jumpman, Jumpman",39889,IL,US,American Imperial IPA, Limited (brewed once),9.5,No notes at this time.,f
52604,100 Barrel Series #04 - Barleywine (Bourbon Barrel-Aged),98,MA,US,American Barleywine, Limited (brewed once),10.3,No notes at this time.,t
305838,Noble Sibling,49340,OH,US,American Imperial IPA, Limited (brewed once),9.5,No notes at this time.,t
77843,Hersbrucker Lager,16963,NM,US,German Pilsner, Rotating,4.6,No notes at this time.,f
231043,Governorfish,32875,FL,US,American Imperial IPA, Rotating,8.7,No notes at this time.,f
222966,Koff APA,264,,FI,American Pale Ale (APA), Year-round,4.5,No notes at this time.,f
81799,Aldersbacher Königinnen Weisse Hell,5752,,DE,German Hefeweizen, Year-round,5.5,No notes at this time.,f
191282,Jeremiah Red,22398,WA,US,Irish Red Ale, Year-round,7.3,No notes at this time.,f
275930,Give Corn A Chance,46718,PA,US,American IPA, Rotating,6.9,No notes at this time.,f
45162,Cornish Steam Lager,14100,GB2,GB,California Common / Steam Beer, Year-round,4.3,No notes at this time.,f
114438,Holsten Radler,628,,DE,Fruit and Field Beer, Year-round,2.2,No notes at this time.,f
324297,Smoked Stout,36080,NC,US,American Stout, Limited (brewed once),4.6,No notes at this time.,f
347584,"Tequila, Cilantro, Lime, Chili Thang",2310,NV,US,American Blonde Ale, Limited (brewed once),5.5,No notes at this time.,f
11135,Bellheimer Edel Export,3341,,DE,European Export / Dortmunder, Year-round,4.9,No notes at this time.,f
